Title,Authors,Author Birth Years,Languages,LCC Subjects
Towards the Great Peace,"Cram, Ralph Adams",1863,en,HM
"Beacon Lights of History, Volume 11: American Founders","Lord, John",1810,en,E151 D
"Beacon Lights of History, Volume 12: American Leaders","Lord, John",1810,en,E151 D
"Beacon Lights of History, Volume 13: Great Writers
Dr Lord's Uncompleted Plan, Supplemented with Essays by Emerson, Macaulay, Hedge, and Mercer Adam","Lord, John",1810,en,D
"Beacon Lights of History, Volume 14: The New Era
A Supplementary Volume, by Recent Writers, as Set Forth in the Preface and Table of Contents","Lord, John",1810,en,D
The Masque of the Red Death,"Poe, Edgar Allan",1809,en,PS
Autobiography of Sir George Biddell Airy,"Airy, George Biddell",1801,en,QB CT
"""De Bello Gallico"" and Other Commentaries","Caesar, Julius",-100,en,PA
Hilda Lessways,"Bennett, Arnold",1867,en,PR
Three More John Silence Stories,"Blackwood, Algernon",1869,en,PR
The Raven,"Poe, Edgar Allan",1809,en,PS
"Lives of the English Poets
From Johnson to Kirke White, Designed as a Continuation of Johnson's Lives","Cary, Henry Francis",1772,en,PR
A Selection from the Discourses of Epictetus with the Encheiridion,Epictetus,55,en,B
The Night Land,"Hodgson, William Hope",1877,en,PR
"Life, Letters, and Epicurean Philosophy of Ninon de L'Enclos
The Celebrated Beauty of the Seventeenth Century","Lenclos, Ninon de",1620,en,DC
Snake and Sword: A Novel,"Wren, Percival Christopher",1885,en,PR
At Last: A Christmas in the West Indies,"Kingsley, Charles",1819,en,F2001
"With Zola in England
A Story of Exile","Vizetelly, Ernest Alfred",1853,en,DC
"The Botanic Garden. Part II.
Containing the Loves of the Plants. a Poem.
With Philosophical Notes.","Darwin, Erasmus",1731,en,PR
Pebbles on the shore [by] Alpha of the plough,"Gardiner, A. G. (Alfred George)",1865,en,PR
The Reign of Greed,"Rizal, José",1861,en,PQ
"Biographical Memorials of James Oglethorpe
Founder of the Colony of Georgia, in North America.","Harris, Thaddeus Mason",1768,en,F206
The Story of the Other Wise Man,"Van Dyke, Henry",1852,en,PZ
Personal Memoirs of U. S. Grant — Volume 1,"Grant, Ulysses S. (Ulysses Simpson)",1822,en,E660
Roget's Thesaurus of English Words and Phrases,"Roget, Peter Mark",1779,en,PE
A History of Freedom of Thought,"Bury, J. B. (John Bagnell)",1861,en,BL
"The Camp Fire Girls at Camp Keewaydin; Or, Paddles Down","Frey, Hildegard G.",1891,en,PZ
Personal Memoirs of U. S. Grant — Volume 2,"Grant, Ulysses S. (Ulysses Simpson)",1822,en,E660
"A Desperate Chance; Or, The Wizard Tramp's Revelation, a Thrilling Narrative",Old Sleuth,1837,en,PS
Select Speeches of Kossuth,"Kossuth, Lajos",1802,en,DB
A Life of Gen. Robert E. Lee,"Cooke, John Esten",1830,en,E456
"A Political Diary, 1828-1830, Volume II","Ellenborough, Edward Law, Earl of",1790,en,DA
Sea-Power and Other Studies,"Bridge, Cyprian, Sir",1839,en,V
The Danger Trail,"Curwood, James Oliver",1878,en,PS
Jungle Tales of Tarzan,"Burroughs, Edgar Rice",1875,en,PZ PS
"The History of Rome, Book I
The Period Anterior to the Abolition of the Monarchy","Mommsen, Theodor",1817,en,DG
"The History of Rome, Book II
From the Abolition of the Monarchy in Rome to the Union of Italy","Mommsen, Theodor",1817,en,DG
"The History of Rome, Book III
From the Union of Italy to the Subjugation of Carthage and the Greek States","Mommsen, Theodor",1817,en,DG
"The History of Rome, Book IV
The Revolution","Mommsen, Theodor",1817,en,DG
"The History of Rome, Book V
The Establishment of the Military Monarchy","Mommsen, Theodor",1817,en,DG
The History of Rome (Volumes 1-5),"Mommsen, Theodor",1817,en,DG
"A Christmas Mystery
The Story of Three Wise Men","Locke, William John",1863,en,PR
Miscellaneous Essays,"De Quincey, Thomas",1785,en,PR
Prince Zaleski,"Shiel, M. P. (Matthew Phipps)",1865,en,PR
Problems of Poverty: An Inquiry into the Industrial Condition of the Poor,"Hobson, J. A. (John Atkinson)",1858,en,HD
"White Jacket; Or, The World on a Man-of-War","Melville, Herman",1819,en,PS
"The Bullitt Mission to Russia
Testimony before the Committee on Foreign Relations, United States Senate, of William C. Bullitt","Bullitt, William C. (William Christian)",1891,en,D
The Essays of Arthur Schopenhauer; The Art of Literature,"Schopenhauer, Arthur",1788,en,B
The Essays of Arthur Schopenhauer; Counsels and Maxims,"Schopenhauer, Arthur",1788,en,B
"The Epic
An Essay","Abercrombie, Lascelles",1881,en,PN
"The Extant Odes of Pindar
Translated with Introduction and Short Notes by Ernest Myers",Pindar,-522,en,PA
The House of Whispers,"Le Queux, William",1864,en,PR
Plays,"Ostrovsky, Aleksandr Nikolaevich",1823,en,PG
Betty's Bright Idea; Deacon Pitkin's Farm; and the First Christmas of New England,"Stowe, Harriet Beecher",1811,en,PS
The Store Boy,"Alger, Horatio, Jr.",1832,en,PZ
The Centralia Conspiracy,"Chaplin, Ralph",1887,en,HD
"A Set of Rogues
Namely Christopher Sutton, John Dawson, the Señor Don Sanchez Del Castillo De Castelaña and Moll Dawson; Their Wicked Conspiracy, and a True Account of Their Travels and Adventures","Barrett, Frank",1848,en,PR
"Christie, the King's Servant
A Sequel to ""Christie's Old Organ""","Walton, O. F., Mrs.",1849,en,PZ
"Jack's Ward; Or, The Boy Guardian","Alger, Horatio, Jr.",1832,en,PZ
The Essays of Arthur Schopenhauer; the Art of Controversy,"Schopenhauer, Arthur",1788,en,B
The Essays of Arthur Schopenhauer; Studies in Pessimism,"Schopenhauer, Arthur",1788,en,B
Studies in Civics,"McCleary, J. T. (James Thompson)",1853,en,JK
Christmas Eve on Lonesome and Other Stories,"Fox, John",1863,en,PS
Children of the Frost,"London, Jack",1876,en,PS
Book about Animals,"Merrill, Rufus",1803,en,QL
The Essays of Arthur Schopenhauer; On Human Nature,"Schopenhauer, Arthur",1788,en,B
The Way of Peace,"Allen, James",1864,en,BF
The Essays of Arthur Schopenhauer: the Wisdom of Life,"Schopenhauer, Arthur",1788,en,B
Moonfleet,"Falkner, John Meade",1858,en,PZ PR
"Men, Women, and Ghosts","Phelps, Elizabeth Stuart",1844,en,PS
The Story of the Champions of the Round Table,"Pyle, Howard",1853,en,PZ
Chantecler: Play in Four Acts,"Rostand, Edmond",1868,en,PQ
"The Miracle, and Other Poems","Sheard, Virna",1864,en,PS
"Oregon, Washington and Alaska; Sights and Scenes for the Tourist","Lomax, E. L. (Edward Lloyd)",1852,en,F850.5
The Broken Road,"Mason, A. E. W. (Alfred Edward Woodley)",1865,en,PR
Between Whiles,"Jackson, Helen Hunt",1830,en,PS
A Florida Sketch-Book,"Torrey, Bradford",1843,en,F296
"Essays of Robert Louis Stevenson
Selected and Edited With an Introduction and Notes by William Lyon Phelps","Stevenson, Robert Louis",1850,en,PR
Impressions of Theophrastus Such,"Eliot, George",1819,en,PR
Thrilling Adventures by Land and Sea,"Brayman, James O.",1815,en,G
Courage,"Barrie, J. M. (James Matthew)",1860,en,BJ
A Wanderer in Florence,"Lucas, E. V. (Edward Verrall)",1868,en,DG
"Inca Land
Explorations in the Highlands of Peru","Bingham, Hiram",1875,en,F3401
"The Prose Marmion
A Tale of the Scottish Border","Scott, Walter",1771,en,PZ
Only an Incident,"Litchfield, Grace Denio",1849,en,PS
"Deserted
Sailor's Knots, Part 1.","Jacobs, W. W. (William Wymark)",1863,en,PR
"Homeward Bound
Sailor's Knots, Part 2.","Jacobs, W. W. (William Wymark)",1863,en,PR
"Self-Help
Sailor's Knots, Part 3.","Jacobs, W. W. (William Wymark)",1863,en,PR
"Sentence Deferred
Sailor's Knots, Part 4.","Jacobs, W. W. (William Wymark)",1863,en,PR
"Matrimonial Openings
Sailor's Knots, Part 5.","Jacobs, W. W. (William Wymark)",1863,en,PR
"Odd Man Out
Sailor's Knots, Part 6.","Jacobs, W. W. (William Wymark)",1863,en,PR
"The Toll-House
Sailor's Knots, Part 7.","Jacobs, W. W. (William Wymark)",1863,en,PR
"Peter's Pence
Sailor's Knots, Part 8.","Jacobs, W. W. (William Wymark)",1863,en,PR
"The Head of the Family
Sailor's Knots, Part 9.","Jacobs, W. W. (William Wymark)",1863,en,PR
"Prize Money
Sailor's Knots, Part 10.","Jacobs, W. W. (William Wymark)",1863,en,PR
"Double Dealing
Sailor's Knots, Part 11.","Jacobs, W. W. (William Wymark)",1863,en,PR
"Keeping Up Appearances
Sailor's Knots, Part 12.","Jacobs, W. W. (William Wymark)",1863,en,PR
Dahcotah: Life and Legends of the Sioux Around Fort Snelling,"Eastman, Mary H. (Mary Henderson)",1818,en,E011
Yorkshire—Coast and Moorland Scenes,"Home, Gordon",1878,en,DA
The Story of the Two Bulls,"Bolles, John R. (John Rogers)",1810,en,PZ
Paths of Glory: Impressions of War Written at and Near the Front,"Cobb, Irvin S. (Irvin Shrewsbury)",1876,en,D501
Clarissa Harlowe; or the history of a young lady — Volume 5,"Richardson, Samuel",1689,en,PR
"The Life and Opinions of Tristram Shandy, Gentleman","Sterne, Laurence",1713,en,PR
Far from the Madding Crowd,"Hardy, Thomas",1840,en,PR
The Anatomy of Melancholy,"Burton, Robert",1577,en,PR
"The Literary Remains of Samuel Taylor Coleridge, Volume 4","Coleridge, Samuel Taylor",1772,en,PR
"A General History and Collection of Voyages and Travels — Volume 02
Arranged in Systematic Order: Forming a Complete History of the Origin and Progress of Navigation, Discovery, and Commerce, by Sea and Land, from the Earliest Ages to the Present Time","Kerr, Robert",1755,en,G
"Count the Cost
An Address to the People of Connecticut, On Sundry Political Subjects, and Particularly on the Proposition for a New Constitution","Daggett, David",1764,en,F001
The Sword of Welleran and Other Stories,"Dunsany, Lord",1878,en,PR
The Constitutional History of England from 1760 to 1860,"Yonge, Charles Duke",1812,en,DA
"A Modest Proposal
For preventing the children of poor people in Ireland, from being a burden on their parents or country, and for making them beneficial to the publick","Swift, Jonathan",1667,en,PR
"The Young Trail Hunters
Or, the Wild Riders of the Plains. The Veritable Adventures of Hal Hyde and Ned Brown, on Their Journey Across the Great Plains of the South-West","Cozzens, Samuel Woodworth",1834,en,PZ
The Worshipper of the Image,"Le Gallienne, Richard",1866,en,PR
"Legends, Tales and Poems","Bécquer, Gustavo Adolfo",1836,es en,PQ
"The Giant Hands; or, the Reward of Industry","Crowquill, Alfred",1804,en,PZ
Anne Severn and the Fieldings,"Sinclair, May",1863,en,PR
"Sport and Work on the Nepaul Frontier
Twelve Years Sporting Reminiscences of an Indigo Planter","Inglis, James",1845,en,SK
"The Book-Bills of Narcissus
An Account Rendered by Richard Le Gallienne","Le Gallienne, Richard",1866,en,PR
Discourses on the First Decade of Titus Livius,"Machiavelli, Niccolò",1469,en,JC
"Voyage of the Paper Canoe
A Geographical Journey of 2500 Miles, from Quebec to the Gulf of Mexico, During the Years 1874-5","Bishop, Nathaniel H. (Nathaniel Holmes)",1837,en,F106 F1001
The Village in the Mountains; Conversion of Peter Bayssière; and History of a Bible,"Wilder, Sampson Vryling Stoddard",1780,en,BV
"Carnacki, the Ghost Finder","Hodgson, William Hope",1877,en,PR
"The Essays of Arthur Schopenhauer; Religion, a Dialogue, Etc.","Schopenhauer, Arthur",1788,en,B
"Dr. Johnson's Works: Life, Poems, and Tales, Volume 1
The Works of Samuel Johnson, LL.D., in Nine Volumes","Johnson, Samuel",1709,en,PR
"The Soul of Democracy
The Philosophy of the World War in Relation to Human Liberty","Griggs, Edward Howard",1868,en,D501
The Explorers of Australia and their Life-work,"Favenc, Ernest",1846,en,DU
"The Life of Captain James Cook, the Circumnavigator","Kitson, Arthur",1848,en,G
The Mental Life of Monkeys and Apes: A Study of Ideational Behavior,"Yerkes, Robert Mearns",1876,en,QL
Seekers after God,"Farrar, F. W. (Frederic William)",1831,en,B
"Saved at Sea
A Lighthouse Story","Walton, O. F., Mrs.",1849,en,PZ
"Is Mars habitable? A critical examination of Professor Percival Lowell's book ""Mars and its canals,"" with an alternative explanation","Wallace, Alfred Russel",1823,en,QB
"My Native Land
The United States: its Wonders, its Beauties, and its People; with Descriptive Notes, Character Sketches, Folk Lore, Traditions, Legends and History, for the Amusement of the Old and the Instruction of the Young","Cox, James",1851,en,E151
Paul and Virginia from the French of J.B.H. de Saint Pierre,"Saint-Pierre, Bernardin de",1737,en,PQ
Life of John Sterling,"Carlyle, Thomas",1795,en,PR CT
"The Gracchi Marius and Sulla
Epochs of Ancient History","Beesly, A. H. (Augustus Henry)",1839,en,DG
"Paris under the Commune
The Seventy-Three Days of the Second Siege; with Numerous Illustrations, Sketches Taken on the Spot, and Portraits (from the Original Photographs)","Leighton, John",1822,en,DC
The White Waterfall,"Dwyer, James Francis",1874,en,PR
Play-Making: A Manual of Craftsmanship,"Archer, William",1856,en,PN
The Dolorous Passion of Our Lord Jesus Christ,"Emmerich, Anna Katharina",1774,en,BT
Clerambault: The Story of an Independent Spirit During the War,"Rolland, Romain",1866,en,PQ
The Abandoned Room,"Camp, Wadsworth",1879,en,PS
"Are You a Bromide?
The Sulphitic Theory Expounded and Exemplified According to the Most Recent Researches into the Psychology of Boredom, Including Many Well-Known Bromidioms Now in Use","Burgess, Gelett",1866,en,PS
"At Sunwich Port, Part 1.
Contents: Chapters 1-5","Jacobs, W. W. (William Wymark)",1863,en,PR
"At Sunwich Port, Part 2.
Contents: Chapters 6-10","Jacobs, W. W. (William Wymark)",1863,en,PR
"At Sunwich Port, Part 3.
Contents: Chapters 11-15","Jacobs, W. W. (William Wymark)",1863,en,PR
"At Sunwich Port, Part 4.
Contents: Chapters 16-20","Jacobs, W. W. (William Wymark)",1863,en,PR
"At Sunwich Port, Part 5.
Contents: Chapters 21-25","Jacobs, W. W. (William Wymark)",1863,en,PR
The Tragedies of the Medici,"Staley, Edgcumbe",1845,en,DG
Crescent and Iron Cross,"Benson, E. F. (Edward Frederic)",1867,en,D501
The Eagle's Shadow,"Cabell, James Branch",1879,en,PS
"A Publisher and His Friends
Memoir and Correspondence of John Murray; with an Account of the Origin and Progress of the House, 1768-1843","Smiles, Samuel",1812,en,Z
"Stories from the Italian Poets: with Lives of the Writers, Volume 1","Hunt, Leigh",1784,en,PQ
The Untamed,"Brand, Max",1892,en,PS
The Life and Romances of Mrs. Eliza Haywood,"Whicher, George Frisbie",1889,en,PR
Algonquin Indian Tales,"Young, Egerton Ryerson",1840,en,E011
Dawn,"Haggard, H. Rider (Henry Rider)",1856,en,PR
The Wendigo,"Blackwood, Algernon",1869,en,PR
"American Scenes, and Christian Slavery
A Recent Tour of Four Thousand Miles in the United States","Davies, Ebenezer",1808,en,E151
Olivia in India,"Douglas, O.",1877,en,PR
Three Young Knights,"Donnell, Annie Hamilton",1862,en,PZ
Big and Little Sisters: A Story of an Indian Mission School,"Jenness, Theodora R. (Theodora Robinson)",1847,en,PZ
"Frank Merriwell's Nobility; Or, The Tragedy of the Ocean Tramp","Standish, Burt L.",1866,en,PZ
"Phantom Fortune, a Novel","Braddon, M. E. (Mary Elizabeth)",1835,en,PR
The Bickerstaff-Partridge Papers,"Swift, Jonathan",1667,en,PR
"Robert Louis Stevenson, an Elegy; and Other Poems","Le Gallienne, Richard",1866,en,PR
Buried Alive: A Tale of These Days,"Bennett, Arnold",1867,en,PR
English Poems,"Le Gallienne, Richard",1866,en,PR
The Girl's Cabinet of Instructive and Moral Stories,"Hawks, Francis L. (Francis Lister)",1798,en,PZ
"On Heroes, Hero-Worship, and the Heroic in History","Carlyle, Thomas",1795,en,PR
"Two Years Ago, Volume I","Kingsley, Charles",1819,en,PR
Young Lives,"Le Gallienne, Richard",1866,en,PR
"The Lands of the Saracen
Pictures of Palestine, Asia Minor, Sicily, and Spain","Taylor, Bayard",1825,en,DS
"Saxe Holm's Stories
First Series","Jackson, Helen Hunt",1830,en,PS
Bengal Dacoits and Tigers,"Sunity Devee, Maharani of Cooch Behar",1864,en,PR
The Dog Crusoe and His Master: A Story of Adventure in the Western Prairies,"Ballantyne, R. M. (Robert Michael)",1825,en,PZ PR
"The Buccaneer Farmer
Published in England under the Title ""Askew's Victory""","Bindloss, Harold",1866,en,PR
"The Lullaby, with Original Engravings","Bolles, John R. (John Rogers)",1810,en,PS
Over the Pass,"Palmer, Frederick",1873,en,PS
The Wonderful Adventures of Nils,"Lagerlöf, Selma",1858,en,PZ
"The Headsman; Or, The Abbaye des Vignerons","Cooper, James Fenimore",1789,en,PS
After Waterloo: Reminiscences of European Travel 1815-1819,"Frye, William Edward",1784,en,D
The Beast in the Jungle,"James, Henry",1843,en,PS
"Manners, Customs, and Dress During the Middle Ages and During the Renaissance Period","Jacob, P. L.",1806,en,GT D
The Claim Jumpers: A Romance,"White, Stewart Edward",1873,en,PS
Elusive Isabel,"Futrelle, Jacques",1875,en,PS
From a Bench in Our Square,"Adams, Samuel Hopkins",1871,en,PS
Lays of the Scottish Cavaliers and Other Poems,"Aytoun, William Edmondstoune",1813,en,PR
"Three Frenchmen in Bengal
The Commercial Ruin of the French Settlements in 1757","Hill, Samuel Charles",1857,en,DS
The Stories of the Three Burglars,"Stockton, Frank Richard",1834,en,PS
The Romance of Zion Chapel [3d ed.],"Le Gallienne, Richard",1866,en,PR
Tamburlaine the Great — Part 1,"Marlowe, Christopher",1564,en,PR
"The Gospels in the Second Century
An Examination of the Critical Part of a Work Entitled 'Supernatural Religion'","Sanday, W. (William)",1843,en,BT
Indian speeches (1907-1909),"Morley, John",1838,en,DS
"The Love Affairs of Great Musicians, Volume 1","Hughes, Rupert",1872,en,ML
"An Unwilling Maid
Being the History of Certain Episodes during the American Revolution in the Early Life of Mistress Betty Yorke, born Wolcott","Lincoln, Jeanie Gould",1846,en,PS
The Visits of Elizabeth,"Glyn, Elinor",1864,en,PR
"Vergil
A Biography","Frank, Tenney",1876,en,PA
Lawn Tennis for Ladies,"Lambert Chambers, Mrs.",1878,en,GV
Concerning Animals and Other Matters,"Aitken, Edward Hamilton",1851,en,QL DS
"The Grip of Desire
The Story Of A Parish-Priest","France, Hector",1837,en,PQ
The Ghost Pirates,"Hodgson, William Hope",1877,en,PR
